event-condition-action,0,0,0
review,0,0,0
faculty perceptions,0,0,0
design for all,0,0,0
multiagent system,0,0,0
emerging technologies,0,0,0
eca,0,0,0
faculty adoption,0,0,0
software development,0,0,0
collaborative learning,0,0,0
open innovation,0,0,0
soa,0,0,0
ship product data,0,0,0
web design,0,0,0
life sciences,0,0,0
organizational learning,0,0,0
smart classroom,0,0,0
ship collaborative design,0,0,0
mashup,0,0,0
computer algebra systems,0,0,0
technology monitoring,0,0,0
e-inclusion,0,0,0
concept-based wbes,0,0,0
complex event processing,0,0,0
express,0,0,0
jxta,0,0,0
training,0,0,0
adoption of innovation,0,0,0
diffusion of innovation,0,0,0
mathml,0,0,0
erecruitment,0,0,0
interpretation,0,0,0
learning services,0,0,0
competitive intelligence,0,0,0
technology innovation,0,0,0
joint transform correlation,0,0,0
optical pattern matching,0,0,0
technology forecasting,0,0,0
distributed networks,0,0,0
programming languages,0,0,0
agent programming languages and environments,0,0,0
opvl,0,0,0
selectional restrictions,0,0,0
design languages,0,0,0
semantic overlay network,0,0,0
history of medicine,0,0,0
computer animation,0,0,0
structural layout,0,0,0
metric space,0,0,0
aphasia,0,0,0
motion database,0,0,0
quantifier scoping,0,0,0
engineering grammars,0,0,0
s,0,0,0
qos,0,0,0
multilayer,0,0,0
agent,0,0,0
organization,0,0,0
cooperative,0,0,0
authorities,0,0,0
component,0,0,0
matchmaking,0,0,0
concept abduction,0,0,0
uddi,0,0,0
owl-ql,0,0,0
path expression tree,0,0,0
collaboration in information searching,0,0,0
learning,0,0,0
long term learning,0,0,0
complementary features,0,0,0
proximity,0,0,0
wikipedia,0,0,0
spoken document retrieval,0,0,0
chinese spoken document retrieval,0,0,0
large vocabulary continuous speech recognition,0,0,0
implementation,0,0,0
credibility,0,0,0
languages,0,0,0
web service description,0,0,0
dsl,0,0,0
uml,0,0,0
xpath,0,0,0
domain-specific languages,0,0,0
web-based education,0,0,0
constraints modeling languages,0,0,0
historical ontology,0,0,0
medical language system,0,0,0
view languages,0,0,0
conceptual modeling,0,0,0
datawarehouse,0,0,0
unified medical language system,0,0,0
formalization,0,0,0
distribution,0,0,0
attention model,0,0,0
search abandonment,0,0,0
mining framework,0,0,0
mechanical design formula,0,0,0
technology,0,0,0
parallel algorithms,0,0,0
social influence,0,0,0
social page rank,0,0,0
localization,0,0,0
network analysis,0,0,0
network model,0,0,0
visual surveillance,0,0,0
web agents,0,0,0
self-organizing map,0,0,0
activity models,0,0,0
creativity,0,0,0
inspiration,0,0,0
german environmental information network,0,0,0
ecommerce,0,0,0
collaborative design,0,0,0
reuse repository,0,0,0
supply-chain interoperability,0,0,0
shape grammar,0,0,0
rfid,0,0,0
two-dimensional sketches,0,0,0
shape segmentation and structuring,0,0,0
decentralization,0,0,0
ontology business rules,0,0,0
aesthetic design,0,0,0
software engineering,0,0,0
level search,0,0,0
e-librarry,0,0,0
differential document vector,0,0,0
network,0,0,0
answer selection,0,0,0
source code,0,0,0
long query,0,0,0
description schemes,0,0,0
information appliances,0,0,0
em algorithm,0,0,0
svo construction,0,0,0
alc,0,0,0
coacervation degree,0,0,0
partition,0,0,0
image prototyping,0,0,0
color,0,0,0
geographic model,0,0,0
sirkr,0,0,0
computer audition,0,0,0
collaborative system,0,0,0
small world,0,0,0
axiomatic model,0,0,0
fuzzy-alc,0,0,0
constraints,0,0,0
information fusion,0,0,0
pos tag,0,0,0
multi-agent system,0,0,0
query routing,0,0,0
clinical documentation,0,0,0
biodash,0,0,0
radiation,0,0,0
legal ontologies,0,0,0
superposition,0,0,0
multiple layers,0,0,0
audio event,0,0,0
decision making,0,0,0
digital radiography,0,0,0
relational integration,0,0,0
grid technology,0,0,0
network flow,0,0,0
outlier detection,0,0,0
survey,0,0,0
ahp,0,0,0
nhanes ii database,0,0,0
lscom,0,0,0
ct scans,0,0,0
inductive learning application,0,0,0
technology based evaluation,0,0,0
feature,0,0,0
lung nodules,0,0,0
lab,0,0,0
kd-tree,0,0,0
cataloga&reg,0,0,0
